keycol,delay,Taxi_Rides
12_17_8,0,1
2_17_8,2,16
3_17_8,2,13
5_17_8,2,13
6_17_8,0,20
1_17_9,2,45
2_17_9,3,14
3_17_9,4,17
5_17_9,4,18
6_17_9,2,24
1_17_10,3,30
2_17_10,4,15
3_17_10,3,21
5_17_10,1,10
6_17_10,3,23
8_17_10,3,2
1_17_11,2,34
2_17_11,2,15
3_17_11,2,23
5_17_11,4,11
6_17_11,2,22
8_17_11,4,1
1_17_12,3,34
2_17_12,4,17
3_17_12,4,24
5_17_12,2,12
6_17_12,2,21
8_17_12,2,3
1_17_13,3,26
2_17_13,2,12
3_17_13,3,25
5_17_13,4,6
6_17_13,4,27
8_17_13,4,2
1_17_14,0,30
10_17_14,0,1
11_17_14,3,1
2_17_14,0,25
3_17_14,0,28
5_17_14,0,16
6_17_14,1,23
8_17_14,0,3
1_17_15,2,22
11_17_15,0,1
2_17_15,0,15
3_17_15,0,21
5_17_15,0,6
6_17_15,0,24
8_17_15,0,3
1_17_16,0,36
2_17_16,0,15
3_17_16,0,15
5_17_16,1,7
6_17_16,0,16
8_17_16,1,1
1_17_17,0,41
10_17_17,2,1
12_17_17,1,1
2_17_17,0,16
3_17_17,2,19
5_17_17,0,9
6_17_17,1,25
1_17_18,0,48
13_17_18,0,1
2_17_18,0,16
3_17_18,2,32
5_17_18,1,14
6_17_18,0,32
8_17_18,0,1
1_17_19,1,43
11_17_19,1,1
12_17_19,1,1
2_17_19,0,24
3_17_19,0,45
5_17_19,0,17
6_17_19,0,28
8_17_19,2,3
1_17_20,2,38
10_17_20,2,2
12_17_20,2,2
14_17_20,3,2
2_17_20,2,19
3_17_20,2,41
5_17_20,2,19
6_17_20,3,38
8_17_20,4,5
1_18_7,0,25
10_18_7,0,1
13_18_7,3,1
17_18_7,0,1
2_18_7,1,4
3_18_7,0,15
5_18_7,0,6
6_18_7,1,21
8_18_7,1,2
1_18_8,0,22
11_18_8,0,1
2_18_8,0,12
3_18_8,0,18
5_18_8,0,9
6_18_8,0,23
1_18_9,0,31
11_18_9,0,1
2_18_9,1,13
3_18_9,2,16
5_18_9,0,9
6_18_9,0,24
8_18_9,4,1
1_18_10,0,32
2_18_10,1,19
3_18_10,2,22
5_18_10,0,9
6_18_10,0,25
8_18_10,3,3
1_18_11,2,32
10_18_11,3,2
11_18_11,2,1
2_18_11,3,19
3_18_11,4,26
5_18_11,3,5
6_18_11,3,24
8_18_11,3,2
1_18_12,1,31
10_18_12,2,1
11_18_12,1,1
12_18_12,0,1
13_18_12,0,1
2_18_12,2,32
3_18_12,3,37
5_18_12,1,23
6_18_12,1,35
8_18_12,2,1
1_18_13,1,42
10_18_13,1,1
2_18_13,1,23
3_18_13,1,39
5_18_13,0,15
6_18_13,1,31
8_18_13,0,4
1_18_14,0,38
10_18_14,0,1
13_18_14,0,1
2_18_14,0,26
3_18_14,0,33
5_18_14,0,24
6_18_14,0,28
8_18_14,1,5
1_18_15,1,47
10_18_15,1,4
11_18_15,1,1
12_18_15,0,1
2_18_15,1,24
3_18_15,1,37
5_18_15,1,10
6_18_15,0,22
8_18_15,1,2
1_18_16,0,44
10_18_16,0,1
2_18_16,0,17
3_18_16,0,36
5_18_16,0,12
6_18_16,0,26
8_18_16,0,2
1_18_17,0,29
11_18_17,1,1
13_18_17,0,1
2_18_17,0,17
3_18_17,1,43
5_18_17,0,13
6_18_17,0,13
8_18_17,0,4
1_18_18,0,65
12_18_18,1,2
13_18_18,0,1
2_18_18,0,20
3_18_18,0,46
5_18_18,0,18
6_18_18,0,33
8_18_18,2,4
1_18_19,0,46
10_18_19,1,1
11_18_19,2,2
12_18_19,1,3
2_18_19,0,28
3_18_19,0,35
5_18_19,0,17
6_18_19,0,22
8_18_19,0,4
1_18_20,2,50
10_18_20,2,1
11_18_20,2,3
12_18_20,2,1
13_18_20,2,4
2_18_20,3,21
3_18_20,2,62
5_18_20,2,27
6_18_20,2,74
8_18_20,3,5
1_19_7,3,10
10_19_7,3,1
2_19_7,3,5
3_19_7,5,7
5_19_7,2,6
6_19_7,3,26
8_19_7,4,1
1_19_8,2,12
16_19_8,1,1
2_19_8,1,10
3_19_8,2,9
5_19_8,1,5
6_19_8,1,18
8_19_8,4,1
1_19_9,0,15
10_19_9,0,2
2_19_9,2,14
3_19_9,2,20
5_19_9,0,8
6_19_9,2,23
1_19_10,0,29
2_19_10,1,18
3_19_10,1,14
5_19_10,0,5
6_19_10,1,32
8_19_10,0,1
1_19_11,0,38
13_19_11,0,1
15_19_11,1,1
2_19_11,2,18
3_19_11,1,30
5_19_11,0,14
6_19_11,2,21
8_19_11,1,1
1_19_12,1,22
11_19_12,0,1
12_19_12,2,1
2_19_12,0,17
3_19_12,0,26
5_19_12,0,11
6_19_12,0,28
8_19_12,0,2
1_19_13,1,48
10_19_13,1,2
2_19_13,0,15
3_19_13,1,32
5_19_13,0,7
6_19_13,1,34
8_19_13,0,2
1_19_14,0,38
12_19_14,0,3
2_19_14,0,24
3_19_14,1,36
5_19_14,0,13
6_19_14,0,27
8_19_14,0,2
1_19_15,1,34
11_19_15,0,2
12_19_15,2,1
13_19_15,0,1
2_19_15,1,14
3_19_15,1,31
5_19_15,0,10
6_19_15,0,16
8_19_15,0,2
1_19_16,0,45
11_19_16,0,1
12_19_16,0,1
2_19_16,1,16
3_19_16,1,30
5_19_16,0,10
6_19_16,0,25
8_19_16,1,1
1_19_17,1,29
12_19_17,0,1
13_19_17,0,1
2_19_17,1,22
3_19_17,1,40
5_19_17,0,8
6_19_17,0,6
8_19_17,0,1
1_19_18,0,37
10_19_18,1,1
2_19_18,0,18
3_19_18,0,29
5_19_18,0,15
6_19_18,0,20
8_19_18,2,3
1_19_19,2,37
12_19_19,2,2
2_19_19,3,14
22_19_19,1,1
3_19_19,2,36
5_19_19,1,19
6_19_19,1,36
8_19_19,2,3
1_19_20,3,55
10_19_20,3,2
11_19_20,4,3
12_19_20,4,2
2_19_20,4,27
3_19_20,2,35
5_19_20,4,16
6_19_20,3,16
8_19_20,3,5
1_20_7,0,24
12_20_7,0,1
2_20_7,0,13
3_20_7,0,7
5_20_7,1,4
6_20_7,0,40
1_20_8,0,25
11_20_8,0,1
2_20_8,0,11
3_20_8,1,21
5_20_8,0,8
6_20_8,0,15
8_20_8,0,2
1_20_9,0,45
2_20_9,0,16
3_20_9,0,18
5_20_9,0,8
6_20_9,0,26
8_20_9,0,1
1_20_10,0,32
2_20_10,0,14
3_20_10,2,21
5_20_10,0,12
6_20_10,1,18
1_20_11,1,25
2_20_11,0,11
3_20_11,1,18
5_20_11,0,10
6_20_11,0,21
1_20_12,0,26
13_20_12,0,1
2_20_12,1,13
3_20_12,1,24
5_20_12,1,10
6_20_12,0,14
1_20_13,0,22
10_20_13,0,1
2_20_13,0,12
3_20_13,0,18
5_20_13,0,8
6_20_13,0,22
1_20_14,0,28
2_20_14,0,12
3_20_14,0,28
5_20_14,0,6
6_20_14,0,17
1_20_15,0,31
12_20_15,2,1
2_20_15,0,10
3_20_15,3,25
5_20_15,0,13
6_20_15,0,21
8_20_15,1,1
1_20_16,0,28
2_20_16,0,11
3_20_16,1,27
5_20_16,1,12
6_20_16,0,13
8_20_16,2,1
1_20_17,0,30
2_20_17,0,24
3_20_17,0,34
5_20_17,1,13
6_20_17,0,13
8_20_17,1,1
1_20_18,0,29
12_20_18,0,1
2_20_18,2,10
3_20_18,2,46
5_20_18,1,8
6_20_18,0,25
8_20_18,0,1
1_20_19,0,37
2_20_19,0,26
3_20_19,0,38
5_20_19,0,11
6_20_19,0,18
1_20_20,2,39
11_20_20,3,1
13_20_20,2,1
2_20_20,3,17
3_20_20,2,44
5_20_20,2,6
6_20_20,2,25
1_21_7,0,31
2_21_7,0,16
3_21_7,0,11
5_21_7,1,10
6_21_7,1,32
1_21_8,2,31
2_21_8,2,5
3_21_8,2,18
5_21_8,2,9
6_21_8,3,17
1_21_9,0,32
2_21_9,0,22
3_21_9,0,39
5_21_9,1,12
6_21_9,0,35
8_21_9,1,2
1_21_10,0,41
14_21_10,1,1
2_21_10,1,16
3_21_10,2,24
5_21_10,2,16
6_21_10,1,23
8_21_10,2,1
1_21_11,0,25
11_21_11,0,1
2_21_11,1,7
3_21_11,0,27
5_21_11,1,11
6_21_11,0,20
1_21_12,3,16
2_21_12,1,13
3_21_12,2,32
5_21_12,0,8
6_21_12,0,21
1_21_13,1,22
2_21_13,0,16
3_21_13,0,23
5_21_13,0,12
6_21_13,2,18
1_21_14,0,18
2_21_14,0,11
3_21_14,2,27
5_21_14,0,8
6_21_14,0,18
8_21_14,1,1
1_21_15,1,27
2_21_15,0,18
3_21_15,2,25
5_21_15,1,11
6_21_15,0,18
1_21_16,0,30
2_21_16,0,15
3_21_16,2,29
5_21_16,0,14
6_21_16,0,7
8_21_16,1,3
1_21_17,0,36
11_21_17,2,1
12_21_17,0,1
2_21_17,0,13
3_21_17,0,25
5_21_17,0,10
6_21_17,1,13
8_21_17,0,1
1_21_18,0,40
2_21_18,0,20
3_21_18,0,48
5_21_18,0,10
6_21_18,0,23
8_21_18,0,1
1_21_19,0,35
10_21_19,1,1
11_21_19,0,1
12_21_19,1,1
13_21_19,0,1
2_21_19,0,22
3_21_19,0,40
5_21_19,0,13
6_21_19,0,16
8_21_19,2,2
1_21_20,2,43
10_21_20,2,1
2_21_20,4,15
3_21_20,2,48
5_21_20,3,26
6_21_20,2,17
8_21_20,2,3
1_22_7,0,23
2_22_7,1,13
3_22_7,0,5
5_22_7,0,4
6_22_7,1,31
1_22_8,0,36
2_22_8,1,16
3_22_8,3,21
5_22_8,0,10
6_22_8,1,18
8_22_8,0,1
1_22_9,0,34
2_22_9,0,16
3_22_9,0,21
5_22_9,0,9
6_22_9,1,28
1_22_10,0,24
2_22_10,2,12
3_22_10,0,28
5_22_10,0,10
6_22_10,1,31
1_22_11,0,24
2_22_11,1,15
3_22_11,2,22
5_22_11,1,10
6_22_11,0,19
1_22_12,0,30
2_22_12,1,14
3_22_12,0,32
5_22_12,0,8
6_22_12,0,24
8_22_12,0,1
1_22_13,1,18
2_22_13,0,10
3_22_13,0,30
5_22_13,2,7
6_22_13,0,21
8_22_13,0,1
1_22_14,1,35
2_22_14,0,14
3_22_14,1,30
5_22_14,1,11
6_22_14,0,18
8_22_14,0,2
1_22_15,1,28
11_22_15,0,1
2_22_15,0,15
3_22_15,1,23
5_22_15,0,8
6_22_15,0,22
1_22_16,0,28
2_22_16,0,13
3_22_16,0,28
5_22_16,0,8
6_22_16,0,16
1_22_17,0,33
2_22_17,0,25
3_22_17,1,28
5_22_17,0,8
6_22_17,1,23
8_22_17,0,3
1_22_18,0,37
2_22_18,0,18
3_22_18,1,34
5_22_18,0,11
6_22_18,0,15
8_22_18,0,3
1_22_19,0,45
11_22_19,1,1
12_22_19,0,1
2_22_19,0,21
3_22_19,0,29
5_22_19,0,19
6_22_19,0,27
8_22_19,0,3
1_22_20,3,44
10_22_20,3,1
12_22_20,3,1
2_22_20,2,20
3_22_20,3,32
5_22_20,2,19
6_22_20,2,26
8_22_20,2,4
1_23_7,1,31
2_23_7,0,12
3_23_7,2,11
5_23_7,1,8
6_23_7,0,29
8_23_7,0,1
1_23_8,0,40
2_23_8,2,14
3_23_8,0,16
5_23_8,1,7
6_23_8,1,22
8_23_8,0,1
1_23_9,1,55
12_23_9,2,1
2_23_9,0,9
3_23_9,2,12
5_23_9,1,15
6_23_9,2,24
8_23_9,1,1
1_23_10,1,35
2_23_10,1,6
3_23_10,1,18
5_23_10,0,13
6_23_10,0,19
1_23_11,0,31
10_23_11,1,1
2_23_11,0,13
3_23_11,1,30
5_23_11,0,10
6_23_11,0,21
8_23_11,0,2
1_23_12,0,22
2_23_12,0,16
3_23_12,2,28
5_23_12,0,7
6_23_12,1,26
1_23_13,0,26
2_23_13,0,25
3_23_13,0,26
5_23_13,1,13
6_23_13,0,15
1_23_14,0,40
2_23_14,0,10
3_23_14,1,27
5_23_14,2,9
6_23_14,0,17
1_23_15,0,43
2_23_15,0,18
3_23_15,0,18
5_23_15,0,7
6_23_15,0,23
8_23_15,0,1
1_23_16,0,37
14_23_16,0,1
2_23_16,1,14
3_23_16,1,27
5_23_16,1,6
6_23_16,1,16
1_23_17,0,41
10_23_17,0,1
12_23_17,0,1
13_23_17,0,2
2_23_17,0,18
3_23_17,0,33
5_23_17,0,10
6_23_17,0,27
8_23_17,0,2
1_23_18,0,50
11_23_18,0,2
2_23_18,1,23
3_23_18,0,44
5_23_18,0,15
6_23_18,0,34
8_23_18,0,1
1_23_19,0,49
10_23_19,1,2
11_23_19,1,1
13_23_19,0,1
2_23_19,0,31
3_23_19,0,57
5_23_19,0,24
6_23_19,0,25
8_23_19,1,4
1_23_20,2,56
11_23_20,2,1
12_23_20,2,1
13_23_20,2,2
2_23_20,2,18
3_23_20,2,40
5_23_20,2,20
6_23_20,2,24
8_23_20,2,3
1_24_7,1,27
2_24_7,0,13
3_24_7,1,6
5_24_7,0,5
6_24_7,0,26
1_24_8,0,45
11_24_8,0,1
2_24_8,1,14
3_24_8,0,21
5_24_8,1,9
6_24_8,0,24
8_24_8,0,1
1_24_9,0,38
11_24_9,2,1
12_24_9,2,1
13_24_9,0,1
2_24_9,1,10
3_24_9,0,13
5_24_9,0,18
6_24_9,0,29
8_24_9,0,1
1_24_10,0,30
2_24_10,0,13
3_24_10,2,16
5_24_10,1,12
6_24_10,0,25
1_24_11,0,35
2_24_11,2,8
3_24_11,0,33
5_24_11,0,19
6_24_11,0,19
1_24_12,1,27
2_24_12,0,15
3_24_12,0,25
5_24_12,0,12
6_24_12,0,31
8_24_12,0,1
1_24_13,0,32
10_24_13,1,1
2_24_13,1,22
3_24_13,0,26
5_24_13,0,8
6_24_13,0,20
8_24_13,0,2
1_24_14,0,39
12_24_14,0,2
2_24_14,0,9
3_24_14,0,27
5_24_14,0,20
6_24_14,0,20
1_24_15,0,37
2_24_15,0,13
3_24_15,1,15
5_24_15,1,11
6_24_15,0,20
8_24_15,0,1
1_24_16,0,31
12_24_16,0,1
2_24_16,0,12
3_24_16,0,23
5_24_16,0,8
6_24_16,0,11
8_24_16,1,1
1_24_17,0,36
10_24_17,0,1
12_24_17,1,1
2_24_17,0,17
3_24_17,0,24
5_24_17,0,13
6_24_17,0,30
8_24_17,2,3
1_24_18,0,41
10_24_18,0,1
2_24_18,0,25
3_24_18,0,38
5_24_18,1,14
6_24_18,0,37
8_24_18,0,2
1_24_19,0,50
11_24_19,1,1
13_24_19,0,2
2_24_19,1,46
3_24_19,0,44
5_24_19,1,22
6_24_19,0,31
8_24_19,1,1
1_24_20,3,55
10_24_20,2,2
11_24_20,3,2
12_24_20,3,1
13_24_20,2,1
17_24_20,3,1
2_24_20,3,27
3_24_20,3,39
5_24_20,2,23
6_24_20,2,24
8_24_20,2,5
1_25_7,0,17
2_25_7,3,7
3_25_7,0,8
5_25_7,1,6
6_25_7,0,21
8_25_7,1,1
1_25_8,1,15
10_25_8,1,1
2_25_8,0,11
3_25_8,1,18
5_25_8,0,10
6_25_8,1,17
1_25_9,1,26
10_25_9,0,1
11_25_9,0,1
13_25_9,0,1
2_25_9,2,22
3_25_9,1,32
5_25_9,0,10
6_25_9,0,27
1_25_10,1,24
2_25_10,0,18
3_25_10,1,32
5_25_10,0,7
6_25_10,0,29
1_25_11,0,40
13_25_11,0,1
2_25_11,0,25
3_25_11,0,38
5_25_11,0,14
6_25_11,0,36
8_25_11,1,2
1_25_12,0,40
2_25_12,1,32
3_25_12,1,39
5_25_12,1,12
6_25_12,1,23
8_25_12,1,5
1_25_13,2,38
2_25_13,1,27
3_25_13,1,46
5_25_13,1,8
6_25_13,1,36
8_25_13,2,3
1_25_14,1,40
2_25_14,1,12
3_25_14,0,43
5_25_14,1,14
6_25_14,0,25
8_25_14,1,3
1_25_15,1,43
13_25_15,2,2
2_25_15,1,24
3_25_15,3,43
5_25_15,1,16
6_25_15,1,33
8_25_15,3,4
1_25_16,0,60
10_25_16,0,1
2_25_16,0,19
3_25_16,1,36
5_25_16,0,8
6_25_16,0,17
8_25_16,1,4
1_25_17,0,48
16_25_17,0,1
2_25_17,0,25
3_25_17,0,44
5_25_17,0,10
6_25_17,0,16
8_25_17,0,2
1_25_18,0,44
13_25_18,0,2
2_25_18,1,29
3_25_18,1,54
5_25_18,0,19
6_25_18,0,28
8_25_18,1,5
1_25_19,2,49
11_25_19,2,1
12_25_19,1,1
2_25_19,2,22
3_25_19,1,38
5_25_19,1,14
6_25_19,0,21
8_25_19,0,1
1_25_20,2,49
11_25_20,3,1
2_25_20,2,27
3_25_20,2,40
5_25_20,3,25
6_25_20,4,27
8_25_20,3,6
1_26_7,3,14
12_26_7,5,1
13_26_7,4,1
2_26_7,4,4
3_26_7,6,10
5_26_7,3,1
6_26_7,4,13
8_26_7,4,1
1_26_8,3,21
10_26_8,3,2
12_26_8,5,2
2_26_8,4,11
3_26_8,3,9
5_26_8,3,2
6_26_8,3,24
8_26_8,3,2
1_26_9,1,30
13_26_9,1,2
2_26_9,1,13
3_26_9,1,18
5_26_9,0,1
6_26_9,1,27
1_26_10,0,44
11_26_10,2,1
2_26_10,1,12
3_26_10,2,27
5_26_10,0,13
6_26_10,1,31
1_26_11,0,19
13_26_11,1,1
2_26_11,0,22
3_26_11,1,14
5_26_11,0,13
6_26_11,1,24
8_26_11,0,1
1_26_12,2,26
2_26_12,0,14
3_26_12,1,34
5_26_12,0,13
6_26_12,1,28
8_26_12,1,1
1_26_13,1,52
10_26_13,1,1
12_26_13,0,1
2_26_13,1,12
3_26_13,1,43
5_26_13,0,11
6_26_13,0,22
8_26_13,1,1
1_26_14,1,39
2_26_14,0,12
3_26_14,1,36
5_26_14,1,12
6_26_14,0,27
8_26_14,2,1
1_26_15,0,44
10_26_15,3,2
13_26_15,1,1
2_26_15,0,8
3_26_15,2,18
5_26_15,1,12
6_26_15,0,27
8_26_15,2,3
1_26_16,0,33
12_26_16,3,1
2_26_16,1,5
3_26_16,1,29
5_26_16,2,8
6_26_16,0,25
8_26_16,0,2
1_26_17,0,33
2_26_17,2,15
3_26_17,2,34
5_26_17,0,22
6_26_17,0,34
8_26_17,2,2
1_26_18,1,28
10_26_18,2,2
13_26_18,1,1
2_26_18,0,14
3_26_18,1,41
5_26_18,1,16
6_26_18,0,34
8_26_18,0,3
1_26_19,0,42
10_26_19,0,3
2_26_19,1,9
3_26_19,2,48
5_26_19,1,20
6_26_19,0,35
8_26_19,2,1
1_26_20,2,41
10_26_20,2,3
11_26_20,3,2
13_26_20,3,1
15_26_20,3,1
2_26_20,2,12
3_26_20,3,23
5_26_20,2,16
6_26_20,2,34
8_26_20,3,2
1_27_7,0,30
2_27_7,2,12
3_27_7,0,12
5_27_7,2,9
6_27_7,0,28
8_27_7,0,2
1_27_8,1,25
10_27_8,0,2
2_27_8,2,11
3_27_8,1,22
5_27_8,0,12
6_27_8,0,14
8_27_8,0,1
1_27_9,1,31
11_27_9,1,1
2_27_9,1,16
3_27_9,2,22
5_27_9,0,7
6_27_9,1,19
1_27_10,0,30
10_27_10,1,1
2_27_10,1,13
3_27_10,0,12
5_27_10,0,6
6_27_10,0,20
1_27_11,1,28
2_27_11,1,8
3_27_11,0,26
5_27_11,0,9
6_27_11,0,18
1_27_12,0,36
12_27_12,1,1
2_27_12,1,12
3_27_12,1,20
5_27_12,1,7
6_27_12,0,18
1_27_13,1,30
11_27_13,1,1
2_27_13,0,13
3_27_13,1,27
5_27_13,1,8
6_27_13,1,19
1_27_14,0,32
2_27_14,0,9
3_27_14,4,39
5_27_14,1,8
6_27_14,1,26
8_27_14,0,1
1_27_15,0,34
2_27_15,0,12
3_27_15,0,46
5_27_15,1,12
6_27_15,0,12
8_27_15,0,1
1_27_16,0,24
12_27_16,1,1
2_27_16,0,11
3_27_16,0,30
5_27_16,0,14
6_27_16,0,17
1_27_17,1,47
12_27_17,1,1
2_27_17,0,20
3_27_17,1,25
5_27_17,0,16
6_27_17,0,21
8_27_17,1,1
1_27_18,1,32
12_27_18,1,1
2_27_18,0,23
3_27_18,2,28
5_27_18,1,16
6_27_18,0,17
8_27_18,3,1
1_27_19,0,40
12_27_19,2,2
13_27_19,1,2
2_27_19,0,28
3_27_19,1,29
5_27_19,0,13
6_27_19,1,19
8_27_19,2,4
1_27_20,3,40
11_27_20,4,1
2_27_20,3,14
3_27_20,3,50
5_27_20,2,18
6_27_20,2,24
8_27_20,2,2
1_28_7,0,26
2_28_7,0,14
3_28_7,1,8
5_28_7,2,5
6_28_7,0,22
8_28_7,0,1
1_28_8,0,34
2_28_8,0,21
3_28_8,2,8
5_28_8,0,7
6_28_8,0,23
8_28_8,0,1
1_28_9,0,51
2_28_9,1,18
3_28_9,0,17
5_28_9,1,10
6_28_9,0,21
1_28_10,1,39
12_28_10,1,1
2_28_10,2,7
3_28_10,2,22
5_28_10,2,21
6_28_10,2,29
1_28_11,1,21
16_28_11,2,1
2_28_11,1,15
3_28_11,1,32
5_28_11,1,13
6_28_11,1,25
1_28_12,1,32
2_28_12,1,16
3_28_12,1,22
5_28_12,1,14
6_28_12,2,30
8_28_12,3,1
1_28_13,1,25
2_28_13,1,18
3_28_13,1,32
5_28_13,2,13
6_28_13,1,26
8_28_13,1,2
1_28_14,0,32
2_28_14,1,19
3_28_14,5,25
5_28_14,3,8
6_28_14,1,16
1_28_15,0,30
2_28_15,0,14
3_28_15,1,31
5_28_15,0,7
6_28_15,0,15
8_28_15,0,1
1_28_16,0,26
2_28_16,0,12
3_28_16,1,22
5_28_16,0,5
6_28_16,0,15
8_28_16,0,1
1_28_17,0,34
2_28_17,0,20
3_28_17,0,18
5_28_17,0,5
6_28_17,0,17
1_28_18,0,46
2_28_18,0,24
3_28_18,1,28
5_28_18,0,13
6_28_18,0,20
1_28_19,1,36
11_28_19,1,1
13_28_19,1,1
2_28_19,1,12
3_28_19,1,24
5_28_19,1,18
6_28_19,1,23
8_28_19,1,2
1_28_20,2,48
12_28_20,2,2
13_28_20,2,1
2_28_20,2,30
3_28_20,4,49
5_28_20,2,26
6_28_20,2,19
8_28_20,4,2
1_29_7,1,21
2_29_7,1,13
3_29_7,1,11
5_29_7,0,7
6_29_7,0,28
1_29_8,0,55
10_29_8,1,1
11_29_8,0,1
2_29_8,0,9
3_29_8,2,10
5_29_8,0,13
6_29_8,0,21
8_29_8,2,1
1_29_9,2,35
10_29_9,2,1
11_29_9,2,1
2_29_9,1,13
3_29_9,4,15
5_29_9,0,11
6_29_9,1,32
8_29_9,0,1
1_29_10,2,36
2_29_10,0,10
3_29_10,2,23
5_29_10,0,11
6_29_10,1,28
1_29_11,1,32
2_29_11,1,9
3_29_11,2,37
5_29_11,1,12
6_29_11,1,23
1_29_12,1,23
2_29_12,0,20
3_29_12,0,21
5_29_12,0,10
6_29_12,0,22
8_29_12,0,1
1_29_13,0,36
2_29_13,1,17
3_29_13,2,38
5_29_13,0,8
6_29_13,0,20
8_29_13,0,1
1_29_14,0,27
11_29_14,0,1
2_29_14,0,11
3_29_14,0,29
5_29_14,2,8
6_29_14,2,26
1_29_15,0,26
2_29_15,0,11
3_29_15,1,22
5_29_15,0,11
6_29_15,0,17
1_29_16,0,29
11_29_16,2,1
2_29_16,1,16
3_29_16,2,18
5_29_16,0,8
6_29_16,2,16
8_29_16,2,1
1_29_17,0,31
2_29_17,0,13
3_29_17,1,26
5_29_17,0,7
6_29_17,0,18
1_29_18,1,48
10_29_18,0,2
12_29_18,1,1
2_29_18,2,31
3_29_18,1,20
5_29_18,0,8
6_29_18,0,20
8_29_18,0,3
1_29_19,0,34
10_29_19,0,1
11_29_19,2,1
2_29_19,0,19
3_29_19,0,37
5_29_19,0,16
6_29_19,1,30
8_29_19,1,4
1_29_20,2,34
10_29_20,2,1
2_29_20,3,31
3_29_20,3,28
5_29_20,2,9
6_29_20,2,21
8_29_20,3,4
1_30_7,1,20
2_30_7,1,9
3_30_7,1,11
5_30_7,0,12
6_30_7,0,28
8_30_7,1,1
1_30_8,0,29
2_30_8,2,9
3_30_8,1,12
5_30_8,1,9
6_30_8,1,14
8_30_8,1,1
1_30_9,4,46
2_30_9,0,12
3_30_9,2,15
5_30_9,2,10
6_30_9,0,19
1_30_10,1,30
2_30_10,0,15
3_30_10,2,16
5_30_10,0,15
6_30_10,1,25
1_30_11,0,22
12_30_11,1,1
2_30_11,0,13
3_30_11,0,30
5_30_11,0,13
6_30_11,0,18
1_30_12,0,25
2_30_12,0,12
3_30_12,1,31
5_30_12,1,13
6_30_12,0,20
8_30_12,2,1
1_30_13,1,20
10_30_13,1,1
2_30_13,1,15
3_30_13,1,29
5_30_13,0,10
6_30_13,1,17
1_30_14,1,25
2_30_14,0,12
3_30_14,0,26
5_30_14,0,12
6_30_14,0,26
8_30_14,0,2
1_30_15,1,23
2_30_15,2,15
3_30_15,1,31
5_30_15,1,9
6_30_15,1,16
8_30_15,4,2
1_30_16,0,24
12_30_16,1,1
2_30_16,1,9
3_30_16,3,36
5_30_16,0,9
6_30_16,1,20
8_30_16,0,1
1_30_17,1,24
2_30_17,0,14
3_30_17,0,25
5_30_17,0,15
6_30_17,0,18
8_30_17,0,1
1_30_18,1,49
2_30_18,0,20
3_30_18,1,41
5_30_18,2,18
6_30_18,0,37
8_30_18,0,3
1_30_19,0,33
11_30_19,2,2
13_30_19,1,1
2_30_19,1,32
3_30_19,0,50
5_30_19,0,20
6_30_19,0,29
8_30_19,3,2
1_30_20,3,51
11_30_20,4,1
12_30_20,3,1
2_30_20,3,25
3_30_20,4,35
5_30_20,3,19
6_30_20,3,37
8_30_20,3,4
0_1_7,0,41
0_1_7,0,1
0_1_7,0,15
0_1_7,0,37
0_1_7,0,5
0_1_7,0,1
0_1_7,0,2
112_1_7,2,4
113_1_7,2,4
114_1_7,0,4
115_1_7,0,8
116_1_7,0,10
117_1_7,0,9
118_1_7,0,18
119_1_7,0,24
120_1_7,0,19
121_1_7,0,26
122_1_7,0,16
123_1_7,0,26
124_1_7,0,38
125_1_7,0,31
126_1_7,0,15
127_1_7,0,14
128_1_7,0,426
129_1_7,0,23
130_1_7,0,41
131_1_7,1,18
132_1_7,0,16
133_1_7,1,11
134_1_7,0,4
136_1_7,0,3
137_1_7,0,8
140_1_7,0,7
224_1_7,0,4
225_1_7,0,4
226_1_7,0,6
227_1_7,0,3
228_1_7,0,6
229_1_7,0,1
230_1_7,0,17
231_1_7,0,1
234_1_7,0,3
235_1_7,0,7
236_1_7,0,2
244_1_7,0,1
418_1_7,0,4
419_1_7,0,1
423_1_7,0,2
621_1_7,0,8
622_1_7,0,7
623_1_7,0,5
624_1_7,0,4
625_1_7,0,26
626_1_7,0,76
627_1_7,0,34
628_1_7,0,22
629_1_7,0,13
630_1_7,0,40
631_1_7,0,55
632_1_7,0,38
633_1_7,0,31
634_1_7,0,63
635_1_7,0,31
636_1_7,0,22
637_1_7,0,24
638_1_7,0,25
640_1_7,2,3
0_1_8,0,32
0_1_8,0,3
0_1_8,0,24
0_1_8,0,46
0_1_8,0,12
0_1_8,0,3
0_1_8,0,2
0_1_8,0,1
112_1_8,0,1
113_1_8,0,2
114_1_8,0,1
115_1_8,0,1
116_1_8,0,9
117_1_8,0,8
118_1_8,0,34
119_1_8,0,22
120_1_8,0,18
121_1_8,0,29
122_1_8,0,22
123_1_8,0,50
124_1_8,0,43
125_1_8,0,56
126_1_8,0,17
127_1_8,0,27
128_1_8,0,357
129_1_8,0,38
130_1_8,0,39
131_1_8,0,19
132_1_8,0,15
133_1_8,0,14
134_1_8,0,4
135_1_8,1,1
136_1_8,0,2
137_1_8,0,13
140_1_8,0,20
221_1_8,1,2
224_1_8,0,3
225_1_8,0,2
226_1_8,0,4
227_1_8,0,7
228_1_8,0,12
229_1_8,0,2
